Enrichment,Radius,Mass,keff
85,0.1,7.979645340118076e-05,0.015530110262934656
85,0.35151515151515156,0.0034658976800536908,0.07083862821944763
85,0.603030303030303,0.017498507134064933,0.1311909345595211
85,0.8545454545454546,0.049795385012596796,0.16983912035026097
85,1.1060606060606062,0.10797429151281111,0.23046367162148648
85,1.3575757575757577,0.1996529868318697,0.26713741521550427
85,1.6090909090909093,0.3324492311669346,0.31142248356361973
85,1.8606060606060608,0.5139807847151674,0.3615959330253538
85,2.1121212121212123,0.75186540767373,0.39990773548745956
85,2.3636363636363638,1.0537208602397843,0.4578548708065851
85,2.6151515151515152,1.4271649026104927,0.4963194445862026
85,2.8666666666666667,1.8798152949830158,0.5388138570049783
85,3.1181818181818186,2.419289797554517,0.59133900049402
85,3.36969696969697,3.0532061705221576,0.6155747199663599
85,3.6212121212121215,3.7891821740830984,0.6528323967002075
85,3.872727272727273,4.634835568434502,0.6964286985540055
85,4.124242424242424,5.597784113773528,0.715784597388523
85,4.375757575757576,6.685645570297345,0.7632419959244323
85,4.627272727272727,7.906037698203107,0.7933663405117466
85,4.878787878787879,9.266578257687982,0.8273303708998855
85,5.13030303030303,10.774885008949125,0.8459583713325214
85,5.381818181818182,12.43857571218371,0.8742118260209333
85,5.633333333333333,14.265268127588879,0.9040660160412742
85,5.884848484848485,16.262580015361813,0.937955892943057
85,6.136363636363637,18.438129135699672,0.9669906425191082
85,6.387878787878788,20.7995332487996,0.9974565701943058
85,6.63939393939394,23.354410114858783,1.02734687431174
85,6.890909090909091,26.11037749407436,1.0558087796968592
85,7.142424242424243,29.075053146643516,1.080349027519965
85,7.393939393939394,32.25605483276339,1.1092766442632311
85,7.6454545454545455,35.66100031263117,1.1329859600779504
85,7.8969696969696965,39.29750734644398,1.1563282921048692
85,8.148484848484848,43.173193694399025,1.1815084702020913
85,8.4,47.29567711669344,1.2051311115968906
85,8.651515151515152,51.6725753735244,1.2275081153727072
85,8.903030303030302,56.311506225089026,1.24777113183664
85,9.154545454545454,61.22008743158455,1.2681398036161473
85,9.406060606060606,66.40593675320808,1.2870979141245538
85,9.657575757575758,71.87667195015682,1.3070039394047055
85,9.909090909090908,77.63991078262787,1.3274093693157893
85,10.16060606060606,83.70327101081844,1.3448037525430374
85,10.412121212121212,90.07437039492571,1.3643535923200112
85,10.663636363636364,96.76082669514678,1.3806955251204551
85,10.915151515151516,103.77025767167888,1.396239743243244
85,11.166666666666666,111.11028108471908,1.4109503152980192
85,11.418181818181818,118.78851469446462,1.427074918781724
85,11.66969696969697,126.81257626111268,1.4427294999999998
85,11.921212121212122,135.19008354486039,1.4560404898989894
85,12.172727272727274,143.92865430590487,1.4712959735449727
85,12.424242424242424,153.03590630444327,1.4828570515463915
85,12.675757575757576,162.51945730067285,1.4989430000000008
85,12.927272727272728,172.38692505479074,1.511359999999999
85,13.17878787878788,182.64592732699407,1.5247855000000012
85,13.43030303030303,193.30408187747997,1.5331439999999994
85,13.681818181818182,204.36900646644565,1.5447754999999996
85,13.933333333333334,215.84831885408835,1.5574164999999989
85,14.184848484848485,227.7496368006051,1.5680234999999998
85,14.436363636363637,240.0805780661931,1.577483999999999
85,14.687878787878788,252.84876041104945,1.5886669999999994
85,14.93939393939394,266.06180159537143,1.598726000000001
85,15.190909090909091,279.72731937935623,1.6085209999999996
85,15.442424242424243,293.85293152320094,1.6178179999999995
85,15.693939393939393,308.4462557871026,1.626681499999999
85,15.945454545454545,323.5149099312586,1.634161
85,16.1969696969697,339.06651171586606,1.6449879999999983
85,16.44848484848485,355.10867890112183,1.6520384999999995
85,16.700000000000003,371.6490292472236,1.6603625000000015
85,16.951515151515153,388.69518051436813,1.6676459999999995
85,17.203030303030307,406.2547504627528,1.6775810000000004
85,17.454545454545457,424.3353568525744,1.6820904999999993
85,17.706060606060607,442.94461744403054,1.6894984999999998
85,17.95757575757576,462.09014999731835,1.6985974999999998
85,18.20909090909091,481.7795722726346,1.704591000000001
85,18.460606060606064,502.0205020301769,1.711220499999997
85,18.712121212121215,522.820557030142,1.7187809999999997
85,18.963636363636365,544.1873550327274,1.7225884999999992
85,19.21515151515152,566.1285137981301,1.7300030000000006
85,19.46666666666667,588.6516510865473,1.736048999999999
85,19.71818181818182,611.7643846581759,1.7394610000000008
85,19.969696969696972,635.4743322732139,1.7483505000000015
85,20.221212121212123,659.7891116918574,1.7542430000000018
85,20.472727272727276,684.7163406743045,1.7603094999999997
85,20.724242424242426,710.2636369807516,1.7643425000000006
85,20.975757575757576,736.4386183713959,1.7697995
85,21.22727272727273,763.2489026064353,1.772478999999999
85,21.47878787878788,790.7021074460662,1.778376999999999
85,21.730303030303034,818.8058506504864,1.7839199999999997
85,21.981818181818184,847.5677499798924,1.7891375
85,22.233333333333334,876.9954231944816,1.7924425
85,22.484848484848488,907.0964880544517,1.7969645000000012
85,22.736363636363638,937.8785623199989,1.7995454999999998
85,22.987878787878792,969.3492637513215,1.810278999999999
85,23.239393939393942,1001.5162101086154,1.811731500000002
85,23.490909090909092,1034.3870191520782,1.8167484999999983
85,23.742424242424246,1067.969308641908,1.8182694999999984
85,23.993939393939396,1102.270696338301,1.821348499999999
85,24.24545454545455,1137.2988000014545,1.8302425
85,24.4969696969697,1173.0612373915656,1.8296134999999987
85,24.74848484848485,1209.5656262688312,1.8340415000000005
85,25.0,1246.819584393449,1.8372865000000005
