log10(E (MeV)),log10(sigma (barn))
-5.979264776,2.046500295
-5.977100982,2.056946237
-5.976211968,2.061526638
-5.974275836,2.071661694
-5.973180469,2.077327283
-5.971016676,2.088675229
-5.970127644,2.093476273
-5.967096177,2.109968144
-5.964043352,2.12647093
-5.960534431,2.145280966
-5.958837611,2.153434527
-5.958396457,2.155544895
-5.956460601,2.164725523
-5.953407799,2.177070964
-5.952743888,2.179287023
-5.951132179,2.184358838
-5.949712399,2.18771892
-5.948487753,2.190311261
-5.947546571,2.191706145
-5.946796363,2.192314566
-5.945051401,2.193234862
-5.944727946,2.19308441
-5.944598639,2.193024844
-5.942768069,2.191655895
-5.942607184,2.191387498
-5.940817042,2.187812804
-5.940500697,2.186910196
-5.938898582,2.181726207
-5.93888266,2.181674266
-5.938404427,2.179725701
-5.936972793,2.173275211
-5.936199266,2.169080493
-5.934439256,2.158646247
-5.93400529,2.155684615
-5.932147615,2.142010225
-5.931783535,2.139064184
-5.931386428,2.13568308
-5.929868048,2.122435183
-5.929495926,2.118963044
-5.927220347,2.096287842
-5.924935373,2.071533173
-5.922270647,2.039953915
-5.921375384,2.029231395
-5.920380146,2.016931569
-5.919217841,2.002030044
-5.916942237,1.97285713
-5.915808953,1.958391588
-5.914657267,1.943370051
-5.912766771,1.919185706
-5.912373679,1.914065236
-5.910857947,1.894951916
-5.910483177,1.890333615
-5.909336852,1.876173762
-5.909206786,1.874624248
-5.908477143,1.865805525
-5.908211569,1.862547148
-5.907810435,1.857694885
-5.906289402,1.839848969
-5.90591993,1.835654197
-5.904773639,1.822734739
-5.903640361,1.810350205
-5.903324514,1.806919219
-5.902127269,1.79447041
-5.90194126,1.792554631
-5.900562435,1.779004445
-5.899835487,1.772166199
-5.899187978,1.766200073
-5.897555732,1.752106386
-5.897319393,1.75010141
-5.895551,1.736449085
-5.895198194,1.73398548
-5.893789783,1.724415575
-5.892853384,1.718712059
-5.892210783,1.714909851
-5.890637503,1.706640515
-5.890056246,1.703942151
-5.889011921,1.699252977
-5.887046155,1.691557372
-5.885663892,1.686899036
-5.88387352,1.680928043
-5.880178454,1.669015988
-5.879497635,1.66679223
-5.879270922,1.666077388
-5.875884427,1.653809625
-5.875210301,1.651011966
-5.872970691,1.641995466
-5.872524136,1.640248227
-5.870742572,1.632742365
-5.868939875,1.625329462
-5.868525825,1.623604388
-5.866320336,1.614696003
-5.864783116,1.608626712
-5.86412599,1.606181425
-5.861942676,1.598288371
-5.860420847,1.592946065
-5.858688147,1.58738529
-5.856101956,1.57937773
-5.855457829,1.577570414
-5.852251357,1.568902345
-5.851825595,1.567778163
-5.850126788,1.563741394
-5.847590932,1.557888336
-5.845908577,1.554416311
-5.841730943,1.546129011
-5.841315366,1.545335277
-5.837159731,1.538345707
-5.835231063,1.535221031
-5.832593845,1.53138004
-5.832434116,1.531158225
-5.829146803,1.526549149
-5.828033262,1.525153095
-5.823478039,1.519673287
-5.820009681,1.515655635
-5.819340234,1.514965789
-5.817393758,1.51297526
-5.811309476,1.507057209
-5.810893899,1.506671223
-5.805225173,1.501952578
-5.799140879,1.497078431
-5.798725312,1.496760517
-5.795928324,1.494861654
-5.793056573,1.49289049
-5.786972281,1.488912877
-5.783503927,1.486753635
-5.780887988,1.485306491
-5.774803688,1.482156706
-5.768719402,1.479226727
-5.765251051,1.477707085
-5.763068417,1.476897521
-5.759422573,1.475759665
-5.756984111,1.474991603
-5.752412917,1.473859223
-5.750050948,1.473451159
-5.747847014,1.473261969
-5.744815528,1.473246896
-5.741762718,1.473481481
-5.738731249,1.474023631
-5.737882377,1.474284551
-5.735678422,1.475262382
-5.733402838,1.476595179
-5.731117848,1.478281196
-5.729060826,1.480188388
-5.72883428,1.480441782
-5.726562654,1.483519915
-5.725948298,1.484502672
-5.725033555,1.485964407
-5.725023001,1.485983826
-5.723581044,1.488561137
-5.723509848,1.488706612
-5.721991441,1.492240642
-5.720478352,1.496271899
-5.719159405,1.500285323
-5.719096497,1.500504161
-5.71784445,1.505255323
-5.716860841,1.509413218
-5.716145254,1.512751216
-5.715879454,1.514092209
-5.714853719,1.51980204
-5.714109211,1.524328123
-5.713565987,1.527902622
-5.713366002,1.52931083
-5.712624063,1.534958241
-5.711968786,1.540322078
-5.711570403,1.543877248
-5.711115572,1.548162186
-5.710264005,1.556967246
-5.709867182,1.561408968
-5.709697229,1.563420043
-5.709131191,1.570557113
-5.70856589,1.57812683
-5.708396445,1.580554413
-5.708170615,1.583764915
-5.708001324,1.586285196
-5.707437491,1.595235457
-5.707043239,1.601892506
-5.706874389,1.604839142
-5.706312017,1.615285125
-5.705918784,1.623030196
-5.705750371,1.62645095
-5.705189451,1.638537546
-5.704797233,1.647454809
-5.704629252,1.651380391
-5.704069777,1.665180683
-5.703678571,1.675291907
-5.703511022,1.679723743
-5.702952985,1.695195955
-5.702562783,1.706431736
-5.702395664,1.71132974
-5.701839057,1.728279548
-5.701449855,1.740456661
-5.701283163,1.74573115
-5.700727979,1.763791398
-5.700561564,1.769329758
-5.700339771,1.776620084
-5.700173504,1.782140792
-5.699453745,1.806477974
-5.69934313,1.810113239
-5.699232515,1.813895815
-5.698514289,1.838180039
-5.69702644,1.885959523
-5.696147119,1.911863581
-5.696037366,1.915009476
-5.695379234,1.932432185
-5.695214803,1.936566171
-5.694475874,1.953220339
-5.694393848,1.954974301
-5.693792781,1.966252297
-5.693765514,1.966693664
-5.693192597,1.97536848
-5.692865501,1.979437502
-5.692647628,1.981905258
-5.692103391,1.986630091
-5.692097939,1.98666282
-5.691581521,1.989225488
-5.691320845,1.989825191
-5.691092864,1.990189637
-5.691067088,1.990211936
-5.690569513,1.989340754
-5.690278285,1.988141388
-5.690149663,1.987468902
-5.689608497,1.983308297
-5.689500384,1.98218832
-5.689068055,1.977300712
-5.688960025,1.975789791
-5.688460816,1.968308584
-5.68809692,1.961852023
-5.687854425,1.957276389
-5.687235475,1.943923588
-5.687181711,1.942702518
-5.687020406,1.93868206
-5.686375736,1.922134369
-5.686161092,1.916104556
-5.685303473,1.89062986
-5.683700054,1.837413701
-5.683486677,1.830036128
-5.68316686,1.818873209
-5.682900559,1.809325146
-5.682421516,1.792422607
-5.682102482,1.781012649
-5.681571295,1.762305788
-5.681358962,1.754949433
-5.681040707,1.743978636
-5.680510816,1.726051441
-5.680326725,1.719997956
-5.680299,1.719078676
-5.679981521,1.708745786
-5.67945292,1.692042951
-5.67924162,1.685606549
-5.678924912,1.67612075
-5.678397593,1.660925839
-5.678186807,1.65511451
-5.677870866,1.646588649
-5.677344826,1.633029364
-5.677134551,1.627873132
-5.676819373,1.620334827
-5.676819373,1.620334785
-5.676294605,1.608400765
-5.676084835,1.603880035
-5.675770421,1.597286614
-5.675246918,1.586890114
-5.675037653,1.582960618
-5.674723995,1.57723787
-5.674201751,1.568229483
-5.67399299,1.564827339
-5.673680085,1.559917799
-5.673159094,1.552197877
-5.672638679,1.544875007
-5.672430716,1.542148757
-5.671859271,1.534990096
-5.671081258,1.525996347
-5.670873993,1.523751889
-5.670563325,1.520564855
-5.66978763,1.513112424
-5.669013318,1.506186406
-5.668703979,1.503611006
-5.668240335,1.499946372
-5.667468775,1.494266466
-5.667057818,1.491436456
-5.66670358,1.489124311
-5.665939685,1.484466918
-5.665008903,1.479209353
-5.664796426,1.478014707
-5.664005016,1.473964344
-5.66365612,1.472289822
-5.662518803,1.467301816
-5.661384502,1.462699189
-5.660973568,1.46115355
-5.660237149,1.458569761
-5.659092869,1.454846491
-5.657571851,1.450269267
-5.656402359,1.447028965
-5.656056095,1.446133517
-5.654534999,1.442522303
-5.653008595,1.439155513
-5.65183645,1.436782482
-5.650729025,1.434700035
-5.648450666,1.430824228
-5.646163107,1.427246922
-5.643887488,1.423939323
-5.643820956,1.423849124
-5.642720659,1.422352308
-5.641602546,1.420958273
-5.638560437,1.417439689
-5.637618942,1.416430681
-5.635518237,1.414216315
-5.632476101,1.411212035
-5.627910213,1.406991935
-5.623349633,1.403050084
-5.621414962,1.401479206
-5.618794435,1.399274056
-5.61422322,1.39562453
-5.613399511,1.394998373
-5.610361876,1.392671
-5.609709104,1.392196277
-5.606071235,1.389114923
-5.604124918,1.387515985
-5.601359524,1.385346084
-5.598885659,1.383004902
-5.595881045,1.380332827
-5.594793569,1.379148237
-5.590739679,1.374991281
-5.590470776,1.374734767
-5.588057995,1.371853372
-5.586456851,1.370057406
-5.585392731,1.368588294
-5.582743722,1.365180407
-5.582479723,1.364874616
-5.580110773,1.361579471
-5.579848369,1.361251966
-5.578146524,1.358884437
-5.57619108,1.356453952
-5.574244401,1.354382919
-5.573338943,1.353610021
-5.572306407,1.35312224
-5.571404978,1.35290416
-5.570505377,1.35314645
-5.570377025,1.353177976
-5.570120435,1.353297589
-5.568775728,1.354796827
-5.568456176,1.355323033
-5.568424246,1.355381763
-5.567756651,1.356965346
-5.567371461,1.357877471
-5.566384817,1.361092395
-5.5655273,1.364677532
-5.564671471,1.369064273
-5.563880552,1.373945442
-5.563754105,1.374701414
-5.562807155,1.381460537
-5.562101476,1.387309243
-5.561862302,1.389199391
-5.560825287,1.398605983
-5.560429973,1.402604108
-5.559884693,1.407848211
-5.558977374,1.417352632
-5.558852384,1.418597356
-5.557729017,1.430600795
-5.557729017,1.430600795
-5.556538649,1.443453159
-5.555367009,1.455361302
-5.555212042,1.45691023
-5.553572982,1.47242446
-5.553542127,1.472704243
-5.552524767,1.48108923
-5.551786372,1.486986134
-5.550619813,1.495123062
-5.550435897,1.496244028
-5.54945638,1.502137507
-5.548235054,1.508382882
-5.547382144,1.512022099
-5.547017154,1.513626936
-5.545560181,1.518750829
-5.545196683,1.520090263
-5.543745795,1.524293346
-5.543444134,1.525227354
-5.541938958,1.528928997
-5.540379076,1.533057324
-5.540019922,1.534045293
-5.538496743,1.538218965
-5.53697885,1.542618385
-5.535495914,1.54715301
-5.535377466,1.547568705
-5.533605077,1.554102084
-5.533257171,1.555450811
-5.531839855,1.561703359
-5.531722436,1.562244292
-5.531250857,1.56439853
-5.531029908,1.565405132
-5.530207181,1.569740622
-5.528820097,1.577284921
-5.528643084,1.578380458
-5.527170095,1.587769832
-5.527084599,1.588380329
-5.525927711,1.596847584
-5.525465818,1.600295042
-5.524773897,1.606096035
-5.523738043,1.614915483
-5.523623103,1.616018429
-5.522475388,1.627215845
-5.52201715,1.631758731
-5.521330697,1.639229721
-5.520873663,1.644298578
-5.520189014,1.652452935
-5.519733181,1.657979897
-5.519050326,1.666852558
-5.518595651,1.672833797
-5.518198231,1.678446655
-5.517461126,1.688926307
-5.517347837,1.690651027
-5.516499107,1.703668156
-5.516329559,1.706288532
-5.515652031,1.717423675
-5.515200932,1.724862942
-5.514806603,1.731739944
-5.514075229,1.744507855
-5.513962786,1.746567003
-5.513064553,1.76308472
-5.512952404,1.765110877
-5.512868312,1.766720485
-5.51228012,1.778093956
-5.511804548,1.787111531
-5.511441227,1.794030388
-5.510743383,1.807656999
-5.509156482,1.837787411
-5.508046286,1.857933693
-5.507824593,1.861875171
-5.506938953,1.876480175
-5.506717824,1.879995543
-5.505834437,1.892560351
-5.50561387,1.895540812
-5.504787743,1.90517037
-5.504732722,1.905716351
-5.504105988,1.911540898
-5.503974154,1.91255054
-5.503480155,1.916020138
-5.503194971,1.917481452
-5.503151135,1.917707297
-5.502679949,1.919816116
-5.502450044,1.920463081
-5.502280429,1.920826919
-5.501758303,1.921027263
-5.501444219,1.920928655
-5.501075803,1.919908522
-5.500734986,1.918778985
-5.500571482,1.918151707
-5.500101741,1.915296088
-5.499863673,1.913681982
-5.499469416,1.910196799
-5.499048367,1.906125943
-5.498641305,1.901351075
-5.498234623,1.896203353
-5.497828322,1.890312247
-5.497797926,1.88984694
-5.497747107,1.889068634
-5.4974224,1.88402736
-5.497016857,1.877031882
-5.496341794,1.864715792
-5.496206907,1.862044637
-5.495263871,1.842397095
-5.493651952,1.805744457
-5.493115983,1.792761936
-5.492794719,1.785106287
-5.492046027,1.766642212
-5.492046027,1.766642212
-5.490978698,1.740740196
-5.490978698,1.740740164
-5.490179921,1.721900835
-5.489913988,1.715830819
-5.489382577,1.703737311
-5.488851849,1.692144451
-5.488586728,1.686401115
-5.487792333,1.670015653
-5.487792333,1.670015653
-5.48699939,1.654783975
-5.48699939,1.654783975
-5.486418816,1.644496797
-5.48620789,1.640681186
-5.485417832,1.627705365
-5.485417832,1.627705324
-5.484629175,1.615891991
-5.484629175,1.615891991
-5.483579899,1.601914348
-5.483579899,1.601914348
-5.482533153,1.589887903
-5.482533153,1.589887903
-5.481488921,1.579707908
-5.481488921,1.579707908
-5.480447196,1.571258795
-5.480447196,1.571258795
-5.479407932,1.564424366
-5.479407932,1.564424366
-5.478371179,1.559094393
-5.478371179,1.559094393
-5.477336897,1.555169034
-5.477336897,1.555169034
-5.476305072,1.552694261
-5.475996001,1.552062848
-5.475275661,1.551225339
-5.475172856,1.551140258
-5.474351301,1.551202563
-5.473633711,1.551494096
-5.473326535,1.551964978
-5.472304183,1.553883342
-5.4721,1.554337306
-5.471284231,1.55704439
-5.470571657,1.559654027
-5.470266638,1.56110896
-5.469251456,1.566300865
-5.469048703,1.567412422
-5.468238641,1.572779345
-5.467531072,1.577721605
-5.467228181,1.580189164
-5.466220037,1.588777021
-5.466179871,1.589138478
-5.465071961,1.60033821
-5.46491325,1.602007927
-5.464308239,1.609119905
-5.463650284,1.617049653
-5.463545889,1.618430286
-5.462922846,1.626894319
-5.462862302,1.627705866
-5.462741177,1.629399007
-5.461954842,1.641176626
-5.461834001,1.64305553
-5.461292142,1.652103319
-5.461049275,1.656101816
-5.460928685,1.658162581
-5.46044663,1.667019357
-5.460025252,1.674893009
-5.459844791,1.678524707
-5.459243815,1.690831245
-5.459123725,1.693344109
-5.458643669,1.704133153
-5.458224035,1.713707695
-5.458044321,1.718120946
-5.457445829,1.733054037
-5.457326206,1.736100595
-5.456848131,1.749163999
-5.456430258,1.760731183
-5.456251284,1.76597043
-5.455833955,1.778442955
-5.455655227,1.784003863
-5.4552385,1.79723531
-5.455060016,1.803125532
-5.454643859,1.817130811
-5.45446562,1.82335351
-5.454050002,1.838056321
-5.454020341,1.839149833
-5.453575519,1.8557312
-5.453456986,1.860190501
-5.453131151,1.872901174
-5.452864749,1.883356277
-5.452687238,1.890565028
-5.452273348,1.907443115
-5.452243778,1.908686356
-5.45215514,1.912508352
-5.4518008,1.927490224
-5.451682721,1.932522412
-5.451358243,1.946705242
-5.451092926,1.95830472
-5.450975069,1.963580908
-5.450916138,1.966200835
-5.450503902,1.984684508
-5.450327383,1.992724763
-5.449739395,2.01935907
-5.449621905,2.024657738
-5.449152232,2.046123428
-5.448624445,2.06966432
-5.448565832,2.072210809
-5.448448659,2.07738809
-5.447687758,2.110050241
-5.446986551,2.138585318
-5.446986551,2.138585365
-5.446111632,2.170682492
-5.446053385,2.172693248
-5.445354812,2.19458467
-5.445296637,2.196222095
-5.445180342,2.199315953
-5.444831616,2.208505832
-5.444599279,2.2139296
-5.444251047,2.221365398
-5.444019018,2.225541751
-5.443671223,2.231101288
-5.443465577,2.233756055
-5.44323687,2.236234977
-5.443011183,2.238070694
-5.44293888,2.238659549
-5.442802979,2.239483616
-5.442450363,2.24062168
-5.442340591,2.240743744
-5.441965287,2.239985528
-5.441821041,2.23941424
-5.441590308,2.237741202
-5.441302084,2.235106668
-5.441158029,2.233364343
-5.440870092,2.229286349
-5.440726182,2.226872994
-5.440438531,2.221443172
-5.44038104,2.220205921
-5.440294791,2.218336117
-5.439935592,2.209776531
-5.4398638,2.207851738
-5.43930415,2.191378285
-5.439289801,2.19091865
-5.438773886,2.172733007
-5.438759553,2.172215136
-5.438644996,2.167852694
-5.438215637,2.150238068
-5.437731323,2.12862339
-5.437401025,2.113011185
-5.436332792,2.056498043
-5.435625161,2.015741741
-5.435408079,2.002846869
-5.435160899,1.987628209
-5.435154046,1.987206975
-5.434683442,1.95827583
-5.434535343,1.949111706
-5.434190047,1.927501381
-5.433910713,1.909984625
-5.433697213,1.896526697
-5.433327953,1.873228623
-5.433286953,1.870659151
-5.433106571,1.859544212
-5.432959036,1.850216175
-5.432811551,1.841074883
-5.432549473,1.824864762
-5.432320277,1.810768017
-5.432222083,1.804794137
-5.431894969,1.78504664
-5.431829558,1.781138066
-5.431568072,1.765739273
-5.431339394,1.752341187
-5.43124145,1.746693393
-5.430915044,1.728091015
-5.43084981,1.724419982
-5.430588912,1.710027441
-5.430360748,1.697545295
-5.430262996,1.692297132
-5.429917821,1.67402206
-5.429911301,1.673683452
-5.429605439,1.658131427
-5.429423323,1.649002038
-5.429205507,1.638264534
-5.42900732,1.628732765
-5.42880597,1.619235821
-5.428474919,1.603947097
-5.428377591,1.599548678
-5.428053358,1.585238246
-5.427988524,1.582452303
-5.427817871,1.57535228
-5.427567434,1.564713065
-5.427502672,1.562046198
-5.427243778,1.551700597
-5.426968874,1.540905653
-5.42682341,1.535347283
-5.426435732,1.520888463
-5.426403447,1.519707739
-5.426080685,1.508278644
-5.425983891,1.50493499
-5.42556474,1.490823466
-5.42543585,1.486592958
-5.425081591,1.475393354
-5.425049408,1.474411507
-5.424791971,1.46652454
-5.424598979,1.460834257
-5.424149046,1.447934677
-5.424116904,1.447046729
-5.42363539,1.434172589
-5.423507071,1.43083489
-5.423154381,1.422016081
-5.422866043,1.415001994
-5.422673905,1.410506503
-5.42222596,1.400319561
-5.422193988,1.39961963
-5.421714572,1.38946467
-5.421586819,1.386832183
-5.421235685,1.379887517
-5.420948618,1.374363926
-5.420757353,1.370829508
-5.420311353,1.362870904
-5.420120369,1.359586536
-5.419675021,1.352239648
-5.419484317,1.349245484
-5.418849195,1.339644178
-5.418722282,1.337791055
-5.418658827,1.336930158
-5.418215001,1.330944019
-5.417771602,1.325166055
-5.417581732,1.322847037
-5.416949384,1.315398421
-5.416823025,1.313958455
-5.416317956,1.308576429
-5.415876516,1.304062011
-5.415372546,1.299217556
-5.414932038,1.295191355
-5.414429162,1.290871081
-5.413989637,1.28727159
-5.413487851,1.283408703
-5.413049275,1.280182454
-5.412548574,1.276719386
-5.41211092,1.273820285
-5.411611298,1.2707411
-5.410862941,1.266338046
-5.410364752,1.263633087
-5.409618538,1.259785208
-5.409121774,1.257419937
-5.408625604,1.255171423
-5.408377718,1.254080905
-5.407882371,1.252080392
-5.407140407,1.249253552
-5.406029832,1.245348715
-5.40590661,1.244939786
-5.404492078,1.240677521
-5.404307897,1.240149014
-5.402715048,1.236053146
-5.402653914,1.235913763
-5.400610445,1.231551574
-5.399997399,1.230411341
-5.398515991,1.227861212
-5.396360063,1.224645882
-5.396191416,1.224429125
-5.39407247,1.221919603
-5.391796864,1.219625203
-5.39162554,1.219479004
-5.389511894,1.217812199
-5.389197241,1.217600004
-5.387988166,1.216845536
-5.384956703,1.215314643
-5.382196326,1.214307667
-5.381903892,1.214200484
-5.379456955,1.213614778
-5.37887239,1.213483915
-5.376240854,1.213184378
-5.373625117,1.213144076
-5.370572294,1.213420847
-5.367540829,1.214050218
-5.364488002,1.215069358
