log10(E (MeV)),log10(sigma (barn))
-3.577097605,1.05167051
-3.577000313,1.053012948
-3.576905893,1.051597861
-3.576791087,1.046521619
-3.57663961,1.035602381
-3.57637354,1.011944275
-3.576172507,0.995418959
-3.576018548,0.98489516
-3.575864694,0.976539156
-3.575696775,0.970141305
-3.575566077,0.967319959
-3.575461,0.966562771
-3.575341888,0.967556353
-3.57522924,0.970666156
-3.575116569,0.97641317
-3.575016781,0.984204375
-3.574932305,0.993056001
-3.57483689,1.005656002
-3.574734876,1.021928748
-3.574610241,1.044592084
-3.574377689,1.086946906
-3.574270661,1.102507488
-3.574177281,1.112543774
-3.57409431,1.118285431
-3.574011355,1.120939111
-3.573978753,1.121157599
-3.573881014,1.119229224
-3.573792138,1.11452762
-3.573703331,1.107630014
-3.573525722,1.089872344
-3.573298564,1.06574093
-3.57313079,1.050328899
-3.572968585,1.038361654
-3.57279851,1.028819722
-3.572603437,1.021105741
-3.572418798,1.01638304
-3.57226072,1.01412542
-3.57217262,1.013678856
-3.572020272,1.014702787
-3.571897995,1.017531156
-3.57172043,1.024764996
-3.571460912,1.03747857
-3.571341855,1.041375668
-3.571209597,1.042748054
-3.571123341,1.041765268
-3.570993469,1.037662427
-3.570863686,1.03102365
-3.570466829,1.004134243
-3.570268562,0.991899198
-3.570116091,0.984785833
-3.56995225,0.979947342
-3.569758055,0.977624392
-3.569654079,0.977434955
-3.569430706,0.978769452
-3.569293769,0.981680598
-3.56917963,0.986725437
-3.56911122,0.99140441
-3.569022038,0.999707361
-3.568932923,1.010565669
-3.568854926,1.021911241
-3.568707664,1.04613935
-3.56856109,1.069799401
-3.568476829,1.081260188
-3.56838449,1.090958357
-3.568312379,1.096103214
-3.56824028,1.099014915
-3.568182119,1.099783023
-3.568094844,1.098546025
-3.568007587,1.094985444
-3.567743664,1.078804549
-3.567644723,1.07437966
-3.567545852,1.072486287
-3.567467565,1.073039331
-3.567389291,1.075300183
-3.567241058,1.082832674
-3.567061962,1.092474767
-3.566959361,1.095508422
-3.566913594,1.095898667
-3.566821098,1.094592735
-3.56674304,1.091234382
-3.566660108,1.085500966
-3.566551204,1.075029989
-3.56646992,1.065500803
-3.565950198,0.990399909
-3.565755443,0.960415738
-3.565651592,0.945196746
-3.565573742,0.935225437
-3.565499172,0.928014346
-3.565445666,0.925078531
-3.565409998,0.924533222
-3.56535811,0.926270556
-3.565324057,0.929334153
-3.565290056,0.934142689
-3.565256008,0.940863085
-3.565223912,0.949074956
-3.565191818,0.959187596
-3.565159726,0.971240584
-3.565127635,0.985226122
-3.565098421,0.999619435
-3.56506916,1.015496939
-3.565039901,1.032751688
-3.565010644,1.051246551
-3.56497988,1.071882339
-3.564949068,1.093510391
-3.564918309,1.115912649
-3.564875189,1.148144337
-3.564838304,1.176156311
-3.564782883,1.217994716
-3.564712147,1.269536386
-3.56457985,1.354083784
-3.564509097,1.390589971
-3.564453768,1.414245027
-3.564412251,1.429023669
-3.564370787,1.441220231
-3.56432466,1.451742804
-3.564278539,1.459115069
-3.56423247,1.463417497
-3.564186359,1.464768292
-3.564144091,1.463542875
-3.564101827,1.460106857
-3.564046694,1.452581617
-3.563992783,1.442268403
-3.563934897,1.428430694
-3.563844684,1.402590565
-3.563728861,1.365246604
-3.56363777,1.335563864
-3.563563191,1.312709739
-3.563502937,1.295824829
-3.563434057,1.278637446
-3.563365188,1.263877739
-3.5632877,1.250094843
-3.563201062,1.237775526
-3.56310698,1.227234594
-3.562973378,1.215305861
-3.562557572,1.180862948
-3.562224575,1.150716753
-3.561954186,1.128081478
-3.561680727,1.107473317
-3.561421874,1.090127075
-3.561262826,1.081500724
-3.561142286,1.076713609
-3.56102178,1.073802013
-3.560871218,1.07272971
-3.560543125,1.074405348
-3.560383675,1.072922331
-3.560263379,1.069646826
-3.560084538,1.061384276
-3.559908705,1.050263607
-3.559515529,1.019832846
-3.559180725,0.989135909
-3.558966466,0.967813152
-3.558852994,0.958541093
-3.558770261,0.954738046
-3.558744253,0.954365011
-3.558692244,0.955180441
-3.558640241,0.958514718
-3.558588291,0.964875976
-3.55855112,0.971529438
-3.558513952,0.980075763
-3.558489161,0.986862166
-3.558444134,1.001456351
-3.558399064,1.01889385
-3.558358554,1.036855045
-3.558317999,1.056720656
-3.558273182,1.080524574
-3.558236949,1.100870489
-3.558183034,1.132298986
-3.558141825,1.156685748
-3.558057885,1.205558884
-3.557953989,1.260619136
-3.557880093,1.293813037
-3.557821868,1.315648513
-3.557768102,1.332099133
-3.557732436,1.340988248
-3.55768342,1.350515706
-3.557630963,1.357321812
-3.557588993,1.360299039
-3.557547026,1.361172528
-3.557491045,1.359257999
-3.557435119,1.354122525
-3.557379154,1.346145285
-3.557323194,1.335750915
-3.557235109,1.315578506
-3.557028977,1.259379737
-3.556934643,1.233632913
-3.556840332,1.209782318
-3.556777372,1.19530102
-3.556714231,1.18212179
-3.5566511,1.170354433
-3.55655642,1.155407888
-3.556483668,1.146101543
-3.556410929,1.138609028
-3.556323888,1.13182646
-3.556210005,1.12592844
-3.556019475,1.120499733
-3.555823928,1.115021302
-3.555663389,1.107332708
-3.555474097,1.09418205
-3.555264039,1.077781433
-3.555117934,1.068162625
-3.554982344,1.062059087
-3.554831912,1.058798166
-3.554715189,1.058220141
-3.554518897,1.058555534
-3.554292582,1.057149549
-3.553949725,1.051966997
-3.55391442,1.051787402
-3.553780675,1.052800829
-3.553680359,1.055836164
-3.553560577,1.062519825
-3.553474248,1.069458705
-3.553344762,1.082802957
-3.553210338,1.099207389
-3.552945501,1.131704136
-3.552800885,1.145611973
-3.552700841,1.152749919
-3.55259519,1.157978243
-3.552489613,1.160988952
-3.552376969,1.162072126
-3.552221291,1.160673835
-3.551993998,1.154586491
-3.551185967,1.124890907
-3.550925565,1.114254263
-3.550739739,1.109186189
-3.550622133,1.10821078
-3.550453478,1.109999241
-3.550108605,1.117874115
-3.549984961,1.118989819
-3.549811195,1.117744584
-3.549644078,1.114002513
-3.549019505,1.095022957
-3.548575825,1.0842096
-3.547886141,1.070511267
-3.54716251,1.058179424
-3.546685861,1.053174093
-3.54631967,1.049327629
-3.545962686,1.042356696
-3.545308351,1.027045332
-3.544997706,1.022031344
-3.54484507,1.021295626
-3.544638696,1.023106586
-3.544350996,1.029959222
-3.544113865,1.035777715
-3.543892721,1.038940698
-3.543690971,1.039796725
-3.543390974,1.03819627
-3.543148674,1.033991867
-3.542892491,1.02610092
-3.542591011,1.012844308
-3.542243776,0.995665068
-3.5421103,0.990990651
-3.541999114,0.989468195
-3.541887958,0.991033392
-3.541799025,0.99486902
-3.541712371,1.000800188
-3.541614573,1.009659027
-3.54130808,1.041439863
-3.54120263,1.049443448
-3.541120518,1.053590225
-3.541035106,1.055805687
-3.540990747,1.0561265
-3.540901999,1.055200028
-3.540763915,1.050296447
-3.540597619,1.040650988
-3.540240294,1.014412876
-3.540024928,0.996711349
-3.539609851,0.957312614
-3.539506144,0.948592515
-3.539431238,0.944075873
-3.539350607,0.941924859
-3.53928917,0.942807857
-3.53922586,0.94647113
-3.53916444,0.95295785
-3.53910688,0.961720061
-3.539045477,0.973766997
-3.538976427,0.990159238
-3.53889588,1.011961386
-3.538665008,1.075704629
-3.53857623,1.095275244
-3.538500063,1.108365182
-3.538437005,1.11643542
-3.538374643,1.121989003
-3.538312337,1.125323069
-3.538228116,1.126839084
-3.538142721,1.125760166
-3.537868069,1.117110146
-3.537781419,1.116134942
-3.537668595,1.117690734
-3.537581345,1.121262137
-3.537463135,1.129067032
-3.537147001,1.156179723
-3.537061911,1.161532464
-3.536955297,1.165298736
-3.536914319,1.165755976
-3.53683233,1.164976661
-3.536750401,1.162066774
-3.536637754,1.155191785
-3.536280253,1.124557367
-3.536108103,1.111697296
-3.53596466,1.10319833
-3.53573889,1.092889874
-3.535336117,1.078146357
-3.53510163,1.070993888
-3.534933627,1.067542593
-3.53474353,1.06633353
-3.534573849,1.06799447
-3.53412949,1.078398667
-3.533961861,1.080454611
-3.533918718,1.080570249
-3.533752169,1.079314626
-3.533591704,1.075776128
-3.53338323,1.068716008
-3.533110713,1.057694283
-3.532894423,1.050399092
-3.532758318,1.048118099
-3.532694282,1.047919132
-3.532539583,1.04979862
-3.532172938,1.059779905
-3.532042789,1.061194087
-3.531912005,1.060406614
-3.531713126,1.0557542
-3.530830957,1.025662823
-3.530379171,1.010842613
-3.530205615,1.00708179
-3.530061054,1.005913988
-3.529899164,1.007010259
-3.52955246,1.013020096
-3.52944274,1.013861583
-3.529131043,1.012961213
-3.528987151,1.01460403
-3.528864808,1.019010301
-3.528728572,1.027123308
-3.528462137,1.045334795
-3.528361192,1.049988677
-3.528237503,1.052636006
-3.528214828,1.052743523
-3.528078573,1.051152329
-3.527927297,1.045872659
-3.527546705,1.026583514
-3.527371509,1.018924909
-3.527231234,1.014948658
-3.527102201,1.013545096
-3.526906273,1.015059376
-3.526684403,1.017459866
-3.526677405,1.017460992
-3.526554552,1.016097597
-3.526434674,1.011806176
-3.526324847,1.005295079
-3.526087341,0.987702857
-3.526012532,0.984076178
-3.525962653,0.983262238
-3.525912777,0.984299215
-3.525864288,0.987577744
-3.525817227,0.993355096
-3.525770127,1.002068821
-3.52573486,1.010702214
-3.525699552,1.021208449
-3.525666204,1.032871328
-3.525632813,1.046171489
-3.525599469,1.061015816
-3.525566129,1.077261117
-3.525518211,1.102672571
-3.525470299,1.129917773
-3.525438345,1.148725739
-3.525384709,1.180745951
-3.525221266,1.271544559
-3.525152336,1.30247836
-3.525103843,1.320545446
-3.525052379,1.336020033
-3.525007492,1.346285184
-3.524968248,1.352723621
-3.524932116,1.35658329
-3.524886531,1.358658487
-3.524879695,1.358708079
-3.524838777,1.357625226
-3.524797817,1.354277819
-3.524743241,1.346587332
-3.52470229,1.338662535
-3.524628651,1.320555577
-3.524500434,1.281297274
-3.524394686,1.246477161
-3.524321985,1.223501185
-3.524257895,1.204767738
-3.524208614,1.191570667
-3.524151188,1.177622946
-3.524069801,1.160504576
-3.523997509,1.147656417
-3.523907118,1.134228219
-3.523823562,1.123878612
-3.523708374,1.112034549
-3.523554808,1.099314236
-3.523410363,1.08956365
-3.523184747,1.077268097
-3.522941219,1.066931837
-3.522704583,1.059735284
-3.522463576,1.055897072
-3.522256493,1.055166752
-3.522021553,1.055373667
-3.521739415,1.053816961
-3.521517746,1.050106796
-3.520952326,1.036237135
-3.520757173,1.033762976
-3.520680815,1.033535291
-3.52025641,1.035621666
-3.520091373,1.034361984
-3.519941231,1.031073059
-3.519528026,1.016965726
-3.519390391,1.014063029
-3.519321592,1.013596913
-3.51918398,1.01507301
-3.519060206,1.019106067
-3.518829922,1.030743667
-3.518660919,1.03906063
-3.518550897,1.043100994
-3.518374965,1.04687217
-3.51816886,1.048105659
-3.517858511,1.046640412
-3.517666401,1.043879861
-3.517461242,1.038708442
-3.517251297,1.030864387
-3.516752556,1.006979447
-3.516620545,1.002303804
-3.516463849,0.999582573
-3.516422932,0.999458184
-3.516264871,1.001241479
-3.516125659,1.005403653
-3.515921183,1.014521967
-3.515488025,1.036328777
-3.515225376,1.045817832
-3.514887323,1.054221554
-3.514667607,1.056929613
-3.514607787,1.057087445
-3.514387648,1.055447637
-3.514091331,1.049100825
-3.513322551,1.028323862
-3.512747321,1.013877315
-3.512490768,1.00944023
-3.512314211,1.008294227
-3.512081355,1.009940752
-3.511726493,1.014547713
-3.511678183,1.014687042
-3.51149946,1.013170871
-3.511369554,1.009948053
-3.510986814,0.995526783
-3.51090227,0.994119585
-3.510813016,0.995273132
-3.510760298,0.997753152
-3.51069268,1.003380128
-3.510641136,1.009744434
-3.510587921,1.018295717
-3.510534671,1.028809236
-3.510469665,1.044026417
-3.510388569,1.065677653
-3.510192355,1.119370355
-3.510114443,1.13649569
-3.510048126,1.147590013
-3.509989968,1.15425771
-3.509933917,1.157841962
-3.509896999,1.158677151
-3.509857209,1.158266183
-3.509793161,1.154941774
-3.509724107,1.148148753
-3.509655065,1.138741446
-3.509387353,1.092648057
-3.509304576,1.079526915
-3.509221814,1.068126987
-3.509166678,1.061552069
-3.509056381,1.05069838
-3.508925149,1.041002118
-3.508747684,1.031431047
-3.508499807,1.021723277
-3.50824498,1.014890246
-3.507836006,1.005886097
-3.507365688,0.989336023
-3.507194782,0.986020651
-3.507145994,0.985793112
-3.506999578,0.987016572
-3.506690168,0.993250127
-3.506586797,0.993832162
-3.506461116,0.992347676
-3.506323436,0.987942571
-3.506087395,0.975943744
-3.505836019,0.962865767
-3.505685245,0.957665269
-3.505539534,0.955637104
-3.50552196,0.955599824
-3.505343715,0.957283816
-3.505041334,0.964433785
-3.504930427,0.968998985
-3.504847265,0.97477684
-3.504791834,0.980420003
-3.504736409,0.98789488
-3.504674762,0.998655735
-3.504623885,1.009565913
-3.504572971,1.022218927
-3.504521046,1.036681263
-3.504469086,1.052312642
-3.504329157,1.096065167
-3.504239467,1.121273601
-3.504172051,1.136823549
-3.504108539,1.147992857
-3.504061789,1.153819101
-3.504015468,1.157513764
-3.503966316,1.159197013
-3.503949948,1.159260974
-3.503917213,1.158676247
-3.50385171,1.15486857
-3.503787864,1.148248196
-3.503704371,1.136363253
-3.503478536,1.096965808
-3.503354216,1.076526522
-3.503223386,1.057695347
-3.503073012,1.038554198
-3.502805022,1.006518326
-3.502582943,0.979611238
-3.502456055,0.964752023
-3.50236557,0.955426181
-3.502275104,0.948354469
-3.502207319,0.945355122
-3.502162121,0.944793131
-3.502112884,0.945712352
-3.502059612,0.948682507
-3.50201106,0.953264052
-3.501945295,0.96227432
-3.501882655,0.973552331
-3.501820024,0.986885845
-3.501711537,1.012539737
-3.501580065,1.04234472
-3.501519581,1.053828625
-3.501444513,1.065244137
-3.501381945,1.072150451
-3.501319386,1.076756446
-3.501235989,1.07983238
-3.501167567,1.080448152
-3.500992529,1.079512306
-3.500891008,1.080404161
-3.500761969,1.084597581
-3.500457725,1.099285557
-3.50033284,1.102918843
-3.500168493,1.104603351
-3.500152897,1.104607652
-3.499979775,1.103038312
-3.499837599,1.099298135
-3.499715448,1.093952391
-3.499548948,1.083421773
-3.499166234,1.052135463
-3.499018845,1.041958952
-3.498888312,1.035768796
-3.498746827,1.032609293
-3.49869597,1.032335047
-3.498530237,1.033900454
-3.498051065,1.045351383
-3.497912648,1.046631323
-3.497763723,1.045182104
-3.49760935,1.040247007
-3.497368747,1.027754882
-3.497146972,1.015764349
-3.496947201,1.007583201
-3.496744361,1.00217734
-3.496330445,0.993665663
-3.495977129,0.982333568
-3.495859089,0.980433406
-3.4957659,0.981376525
-3.495675844,0.985044154
-3.495590494,0.991213844
-3.495492718,1.001103139
-3.495219996,1.033608291
-3.495144352,1.040547397
-3.495056703,1.046125017
-3.494969031,1.048764996
-3.494925243,1.048994303
-3.494849028,1.047809402
-3.494751832,1.043846688
-3.49461148,1.034862784
-3.494330874,1.013385439
-3.494078518,0.995854217
-3.493854284,0.98239612
-3.493598697,0.968920898
-3.492951621,0.936623458
-3.49255502,0.914236713
-3.49231049,0.902389611
-3.492136144,0.896083927
-3.492035273,0.894620959
-3.491953763,0.895800759
-3.491890902,0.898787744
-3.491821305,0.904708028
-3.491755955,0.913013431
-3.491699948,0.922228563
-3.491629518,0.93620958
-3.491555605,0.952929004
-3.491360978,0.997429768
-3.491279388,1.012170725
-3.491207344,1.02185384
-3.491140936,1.027686881
-3.491073798,1.030580658
-3.491026953,1.030919355
-3.490980154,1.030023302
-3.49088657,1.025212974
-3.490642484,1.005068534
-3.490559388,1.000428611
-3.49049431,0.999254981
-3.490438466,1.00053676
-3.49038562,1.004021091
-3.490332783,1.009887605
-3.490285238,1.017225514
-3.490228766,1.028322479
-3.490156485,1.045697445
-3.490070615,1.069274168
-3.489910023,1.11304159
-3.489829771,1.130700544
-3.489758579,1.142634392
-3.489693867,1.150252089
-3.489629122,1.155034812
-3.489547612,1.157924176
-3.489364024,1.159963321
-3.48928424,1.162390923
-3.489192493,1.167482129
-3.48899414,1.181566037
-3.488905435,1.184973545
-3.48887553,1.185258935
-3.488805803,1.183917698
-3.488746009,1.180415643
-3.488686266,1.174789467
-3.488599462,1.163302826
-3.488367634,1.122789456
-3.488278526,1.108061302
-3.488191641,1.096350733
-3.488122594,1.08945678
-3.48804691,1.084531202
-3.487975643,1.08226164
-3.487940015,1.081868113
-3.487834572,1.082775069
-3.487613415,1.087012633
-3.487561403,1.08725988
-3.487358867,1.085848486
-3.487251165,1.086889667
-3.487180231,1.089915633
-3.487115128,1.094817727
-3.487059107,1.100704617
-3.486990361,1.109730237
-3.486758496,1.144264238
-3.486681261,1.152625434
-3.486612576,1.157201466
-3.48654394,1.158693696
-3.486479624,1.15721338
-3.486400449,1.151779432
-3.48630809,1.141180804
-3.48620418,1.125495091
-3.486059906,1.101753327
-3.485973383,1.089312478
-3.485895518,1.081130683
-3.485843587,1.077959342
-3.485791705,1.077042553
-3.485735489,1.078928775
-3.485690067,1.08278817
-3.48564469,1.088758297
-3.485602034,1.096215107
-3.485538912,1.110164803
-3.485471783,1.127955215
-3.485368114,1.158249229
-3.485258675,1.188431389
-3.485189889,1.203854548
-3.485131523,1.213820993
-3.485074217,1.220396223
-3.485022225,1.223450666
-3.48498623,1.223936813
-3.484934935,1.222400856
-3.484881825,1.218235045
-3.484820668,1.210572306
-3.484745113,1.197715985
-3.484514887,1.14793293
-3.48442859,1.129723301
-3.484347725,1.114350129
-3.484266838,1.100912007
-3.484212919,1.093022862
-3.484106559,1.079696448
-3.483993762,1.068175951
-3.483826276,1.054335078
-3.483604285,1.039189219
-3.483442316,1.0298822
-3.483334369,1.025167115
-3.483238022,1.022691714
-3.483195643,1.022290967
-3.483110857,1.022995635
-3.483033825,1.025530821
-3.482922152,1.032356252
-3.482793547,1.043739773
-3.482582715,1.063766311
-3.482480899,1.070840514
-3.482408768,1.074041697
-3.482304579,1.075718565
-3.482200414,1.074059092
-3.482080268,1.068766315
-3.481920112,1.058188312
-3.481686116,1.040909679
-3.481499796,1.029308399
-3.481353906,1.023051938
-3.481218901,1.020082714
-3.481177039,1.019743092
-3.481027607,1.020625053
-3.480818109,1.025816844
-3.480633886,1.031144252
-3.480466449,1.033914271
-3.480432953,1.034073464
-3.480319983,1.033474863
-3.480207044,1.031090849
-3.48003977,1.024572518
-3.479872562,1.015275907
-3.479590158,0.995565219
-3.47928548,0.97002792
-3.479003577,0.943217181
-3.478890859,0.933521909
-3.47879222,0.927222133
-3.478707651,0.92451214
-3.478665391,0.924366085
-3.478595409,0.926187226
-3.478525437,0.930811135
-3.478455476,0.938385614
-3.478385526,0.948970686
-3.478326074,0.960378534
-3.47826085,0.975564007
-3.47820002,0.992410791
-3.478164107,1.003668797
-3.478109388,1.022872667
-3.47806396,1.040753012
-3.478017341,1.060954716
-3.477970767,1.082977387
-3.477925353,1.106030277
-3.477886915,1.126546371
-3.477840355,1.152300731
-3.477775163,1.189046247
-3.477614078,1.273461727
-3.477552981,1.299358855
-3.477505382,1.316062314
-3.477461051,1.328538041
-3.477417283,1.337743247
-3.47738231,1.342772778
-3.477349528,1.345584788
-3.477318819,1.346539583
-3.477287235,1.345846766
-3.477245791,1.342418535
-3.477204349,1.33624944
-3.477152574,1.324958995
-3.477105934,1.311749094
-3.477057628,1.295453223
-3.476864343,1.215236971
-3.476806569,1.19068325
-3.476752219,1.169097862
-3.476705661,1.152340243
-3.476659069,1.13759449
-3.476610019,1.124526526
-3.476555971,1.113262982
-3.476501931,1.105320859
-3.476456115,1.101083719
-3.476400578,1.098737772
-3.476372792,1.098586935
-3.476305678,1.100552497
-3.476238613,1.105011601
-3.476018881,1.125263804
-3.475928704,1.131652149
-3.475854719,1.134842038
-3.475771512,1.135933687
-3.475679087,1.134109343
-3.475586682,1.129509951
-3.475448071,1.118876739
-3.47514106,1.089795253
-3.475018736,1.079028275
-3.474860727,1.066993927
-3.474701075,1.05711193
-3.474358043,1.040352292
-3.474155174,1.029560909
-3.473695633,0.999544229
-3.473567326,0.993515278
-3.47347111,0.991545032
-3.473439058,0.991540604
-3.473367506,0.99290907
-3.473295968,0.996346679
-3.473202847,1.004013647
-3.473115143,1.014242821
-3.473008276,1.02956168
-3.472794501,1.061845767
-3.47268535,1.074998601
-3.472611327,1.081583981
-3.472519101,1.086800452
-3.472426814,1.088723885
-3.472416548,1.088745588
-3.47231642,1.08716335
-3.47220279,1.082123554
-3.472029179,1.070362967
-3.471578514,1.034833204
-3.471320165,1.015568385
-3.471175575,1.006349387
-3.471080398,1.001540054
-3.470945806,0.997049129
-3.470787742,0.995278708
-3.470769247,0.995263736
-3.470583479,0.995741123
-3.470444812,0.994752065
-3.470323098,0.991489852
-3.470168353,0.983747539
-3.469958905,0.968866873
-3.469544884,0.936354623
-3.469424163,0.92804879
-3.46934589,0.924341944
-3.469290435,0.923255316
-3.469231746,0.924189781
-3.469186105,0.926868684
-3.46913719,0.932081657
-3.469088279,0.94011338
-3.469054479,0.947483178
-3.469019471,0.956765367
-3.468984466,0.967751083
-3.468949464,0.980413597
-3.468902291,0.999977981
-3.468857816,1.020772466
-3.468813345,1.043408653
-3.468757724,1.073517209
-3.46870215,1.104607789
-3.468603926,1.158546516
-3.468505764,1.206654012
-3.468450183,1.229733765
-3.468411676,1.243624124
-3.468357626,1.259977312
-3.468309934,1.27123354
-3.468270117,1.278334693
-3.468231704,1.283229066
-3.468176197,1.287015281
-3.468139196,1.287488724
-3.468084946,1.285454866
-3.468033234,1.280808613
-3.467964281,1.271168416
-3.467872958,1.253887554
-3.467653876,1.203995186
-3.467563669,1.184213302
-3.467481374,1.167727859
-3.467398861,1.152842725
-3.467304548,1.137740911
-3.467180135,1.120404951
-3.467062325,1.10605831
-3.466895339,1.088151191
-3.466641777,1.06393761
-3.466390342,1.041235284
-3.466272513,1.032051431
-3.466160996,1.025897496
-3.466089471,1.023937651
-3.466053695,1.023655652
-3.465976258,1.024724341
-3.465904802,1.027642383
-3.465767892,1.036800304
-3.465623047,1.046760654
-3.465530705,1.050344292
-3.465485103,1.050866373
-3.465416709,1.049960109
-3.465343178,1.046872832
-3.465129584,1.032272718
-3.465055521,1.029113254
-3.465015692,1.028635172
-3.464955916,1.029949818
-3.464906314,1.033070989
-3.46484694,1.039222789
-3.464779148,1.049067855
-3.464706343,1.061933367
-3.464553779,1.089603649
-3.464475298,1.100567518
-3.46440961,1.106790062
-3.464345747,1.110092546
-3.464287685,1.111029203
-3.46413056,1.109470145
-3.464074957,1.110428049
-3.464016929,1.114107084
-3.463978275,1.118577517
-3.463939624,1.124904328
-3.463902904,1.132718307
-3.463866189,1.14226764
-3.463829437,1.153433371
-3.463774952,1.172518195
-3.463720859,1.19357133
-3.46361886,1.234908731
-3.463529063,1.268009156
-3.463467526,1.286567432
-3.463412509,1.29943632
-3.463357998,1.308299637
-3.463325373,1.311678542
-3.463276188,1.314044275
-3.463224506,1.313097437
-3.463174102,1.309012029
-3.463131441,1.303356717
-3.463079777,1.294168026
-3.463002252,1.276630319
-3.462830433,1.229996841
-3.462748068,1.207849523
-3.462676796,1.190257918
-3.462599345,1.173285008
-3.462523213,1.158866283
-3.46247289,1.150485558
-3.462372261,1.136035458
-3.462246218,1.121173042
-3.462130313,1.109580875
-3.461964061,1.095226521
-3.461794186,1.082999055
-3.46161333,1.073035991
-3.461391975,1.064705279
-3.46113808,1.056053219
-3.460997338,1.049301112
-3.460858826,1.040492368
-3.460671888,1.025439575
-3.460465973,1.007775336
-3.460374683,1.001929966
-3.46029527,0.999430223
-3.460272588,0.999329845
-3.460215869,1.000542746
-3.460159618,1.004089975
-3.460103374,1.010210417
-3.460047099,1.018970227
-3.459990869,1.030225412
-3.459937437,1.042903767
-3.459860854,1.063491883
-3.459664834,1.117438285
-3.459586619,1.134678552
-3.459534229,1.143832316
-3.459469094,1.152174618
-3.459404007,1.157057529
-3.459349769,1.158560714
-3.459295537,1.157909625
-3.459227233,1.154405773
-3.459143718,1.14688844
-3.459018189,1.131385577
-3.458905278,1.115953785
-3.458824608,1.105473294
-3.458726458,1.094513892
-3.458652832,1.088216311
-3.458593278,1.084618204
-3.458523179,1.082298472
-3.458488172,1.08194051
-3.458404075,1.083184271
-3.458311275,1.087491934
-3.458052896,1.1046868
-3.45795454,1.108419829
-3.457885723,1.109111201
-3.457787405,1.107225407
-3.457691582,1.10253352
-3.457504101,1.088520721
-3.45731051,1.073638997
-3.457178105,1.066153441
-3.45704779,1.061906856
-3.45692112,1.060745195
-3.456710754,1.063155851
-3.456493894,1.065763513
-3.456474254,1.0657905
-3.456356316,1.064881033
-3.4562253,1.061664297
-3.456028377,1.053427545
-3.455696143,1.037034779
-3.455513608,1.030150098
-3.455382468,1.027330401
-3.455295983,1.026778941
-3.45520479,1.027473395
-3.455055036,1.031339699
-3.454748733,1.042953534
-3.454629376,1.045019845
-3.454579242,1.045170871
-3.454308661,1.043046996
-3.454203456,1.044642638
-3.454103328,1.049292506
-3.454008201,1.056471865
-3.453784734,1.076737121
-3.453702371,1.082038819
-3.45361253,1.084841563
-3.453582586,1.084991465
-3.453511484,1.083745964
-3.453434783,1.080023756
-3.453328133,1.071521504
-3.453075446,1.045495137
-3.452983553,1.037918446
-3.452910254,1.033912424
-3.452824899,1.032138354
-3.452740087,1.033728017
-3.452649956,1.038839757
-3.452547856,1.047783026
-3.452319319,1.070137724
-3.452208287,1.077814944
-3.452094055,1.082426804
-3.451935088,1.084744816
-3.451679949,1.085219951
-3.451470908,1.083990998
-3.451311681,1.080034953
-3.451172403,1.073895111
-3.450953647,1.060617281
-3.450249375,1.009838316
-3.450079726,0.998421602
-3.449990032,0.994209424
-3.449895763,0.992253517
-3.449805249,0.993525108
-3.449717628,0.998054701
-3.449621738,1.006476183
-3.449525573,1.017500831
-3.449310964,1.043233464
-3.449166882,1.056409511
-3.448981219,1.071279835
-3.448893242,1.080715898
-3.448802043,1.093603805
-3.448725313,1.106788432
-3.448512327,1.145707683
-3.448432411,1.156739212
-3.448369068,1.162718981
-3.448315446,1.165613008
-3.448264399,1.166487365
-3.448189883,1.164653902
-3.44810534,1.158799432
-3.447985415,1.14600412
-3.44781267,1.125311776
-3.447694386,1.113265391
-3.447572904,1.10378416
-3.447459587,1.09725488
-3.44728022,1.089880324
-3.446987586,1.081478441
-3.445782023,1.056194618
-3.445380357,1.044151858
-3.444893775,1.025095673
-3.444705759,1.018242751
-3.444572899,1.016041348
-3.444553938,1.016015816
-3.444440079,1.017661985
-3.444329383,1.022118646
-3.444068649,1.036779435
-3.443964273,1.040294626
-3.443882426,1.041084977
-3.443759722,1.039292301
-3.443554494,1.033603709
-3.443458485,1.032681242
-3.443367279,1.033738023
-3.443194301,1.039589903
-3.443041058,1.044543249
-3.442957143,1.045420508
-3.442875743,1.044543994
-3.44275718,1.040284889
-3.44247389,1.023194824
-3.442382524,1.019194415
-3.442291544,1.017761591
-3.442209938,1.019297867
-3.442136896,1.023140599
-3.44204747,1.030797315
-3.441945266,1.042444732
-3.44175735,1.065275565
-3.441647923,1.075304966
-3.441582264,1.079299865
-3.441509327,1.081810344
-3.441436438,1.082399502
-3.441327091,1.080361212
-3.441022779,1.068304367
-3.440899234,1.065337107
-3.440675098,1.063988285
-3.440467449,1.062686729
-3.440280755,1.058424772
-3.439993017,1.047378385
-3.439505538,1.026513081
-3.439231176,1.016969485
-3.439033686,1.012066998
-3.438888239,1.010501746
-3.438777166,1.01140511
-3.438662082,1.014942448
-3.438528874,1.02229237
-3.438291705,1.037859859
-3.438176821,1.042529561
-3.438065058,1.044075311
-3.438045652,1.044084924
-3.437843215,1.042696649
-3.437714071,1.043908948
-3.437606456,1.047730501
-3.437451543,1.056871173
-3.437223594,1.071519846
-3.437057758,1.079160436
-3.436865457,1.084469175
-3.436638214,1.087377911
-3.436564364,1.087566701
