log10(E (MeV)),log10(sigma (barn))
-5.441590308,1.824338475
-5.441158029,1.823021949
-5.440726182,1.819500109
-5.440294791,1.813796728
-5.4398638,1.805950409
-5.43930415,1.792634812
-5.438759553,1.776407943
-5.438215637,1.757146443
-5.437401025,1.723024694
-5.435160899,1.60303792
-5.434535343,1.564684489
-5.433910713,1.525158538
-5.433286953,1.484930888
-5.432811551,1.45403261
-5.432320277,1.422099168
-5.431829558,1.390372137
-5.431339394,1.359006688
-5.43084981,1.328133821
-5.430360748,1.297860333
-5.429911301,1.270609483
-5.429423323,1.241699652
-5.42900732,1.217646182
-5.428474919,1.187683325
-5.427988524,1.161130753
-5.427502672,1.135391401
-5.426968874,1.108004544
-5.426435732,1.081566056
-5.426080685,1.064453272
-5.42543585,1.034356045
-5.424791971,1.005522192
-5.424149046,0.977895369
-5.423507071,0.951422863
-5.422866043,0.926055841
-5.42222596,0.901749751
-5.421586819,0.878463196
-5.420948618,0.856157287
-5.420311353,0.83479443
-5.419675021,0.814337976
-5.418722282,0.785273231
-5.417771602,0.758044026
-5.416823025,0.732529415
-5.415876516,0.708611659
-5.414932038,0.686177158
-5.413989637,0.665119155
-5.413049275,0.645338055
-5.41211092,0.626741827
-5.410862941,0.603645417
-5.409618538,0.582326816
-5.408377718,0.562627083
-5.407140407,0.544405918
-5.40590661,0.52753878
-5.404307897,0.507455651
-5.402715048,0.489262489
-5.400610445,0.467728093
-5.398515991,0.448833344
-5.396360063,0.4317379
-5.39407247,0.41593558
-5.391796864,0.402372307
-5.389511894,0.390728327
-5.387988166,0.383982591
-5.384956703,0.372791267
-5.381903892,0.364291467
-5.37887239,0.358428481
-5.376240854,0.35535055
-5.373625117,0.354129193
-5.370572294,0.355035034
-5.367540829,0.358475093
-5.364488002,0.364649287
-5.361456533,0.373714705
-5.359164916,0.382710099
-5.356885328,0.393689947
-5.354607007,0.406922362
-5.352319414,0.422789379
-5.350043809,0.441528611
-5.348522708,0.455932433
-5.346996327,0.472095878
-5.345475292,0.490106592
-5.34395952,0.510178654
-5.342820874,0.526817643
-5.341674563,0.545073203
-5.340531269,0.56494513
-5.339390977,0.586604069
-5.338253672,0.610245682
-5.337119338,0.636096052
-5.336354139,0.654956224
-5.335590241,0.675039872
-5.334827731,0.696453723
-5.334066556,0.719318938
-5.333306667,0.743774807
-5.332548152,0.769981815
-5.331980121,0.790897601
-5.331412834,0.812993193
-5.330777576,0.839301528
-5.330263065,0.861935783
-5.329749163,0.88584337
-5.329235912,0.911142528
-5.328723223,0.937969855
-5.328339114,0.959187262
-5.327955345,0.981428201
-5.32757187,1.004776929
-5.327188778,1.029326382
-5.326933586,1.046409741
-5.326570997,1.071757627
-5.326208712,1.098437984
-5.325846772,1.126551758
-5.32557545,1.148638865
-5.32530434,1.171631015
-5.3250334,1.19556747
-5.324762629,1.220483329
-5.324492026,1.246408389
-5.324221592,1.273364353
-5.323943598,1.302179332
-5.323650336,1.333793725
-5.323357316,1.3666225
-5.323064449,1.400628258
-5.322869328,1.42392422
-5.322674296,1.447694054
-5.322479351,1.471909774
-5.322274272,1.497846245
-5.322069246,1.524197781
-5.321864317,1.550916391
-5.321659485,1.577949154
-5.321454793,1.605239423
-5.321250155,1.632726279
-5.321045612,1.660346119
-5.320841165,1.688032727
-5.320534698,1.729539288
-5.320228446,1.770809353
-5.31992241,1.81160816
-5.31961659,1.851703236
-5.319310985,1.890868782
-5.319005595,1.928887714
-5.318598713,1.977442819
-5.317989148,2.044798038
-5.317177708,2.122373943
-5.316772534,2.155203943
-5.31636778,2.183720362
-5.315963362,2.20771978
-5.315599749,2.225321232
-5.315327218,2.235976874
-5.315034668,2.244951965
-5.314732268,2.251514688
-5.31443008,2.25528793
-5.314194526,2.256286768
-5.313876628,2.254929101
-5.313585052,2.250952799
-5.31338413,2.246695635
-5.313062779,2.237332926
-5.312741665,2.224867229
-5.312440859,2.210410836
-5.31214026,2.193331298
-5.311739799,2.166596307
-5.311339665,2.135511306
-5.310045638,2.007947657
-5.309621036,1.95835151
-5.309196851,1.905758999
-5.308867238,1.863134318
-5.308584905,1.825633102
-5.308302714,1.787434983
-5.308020748,1.748729487
-5.307738965,1.709710453
-5.307551198,1.683619326
-5.307332245,1.653188289
-5.307113402,1.622851501
-5.30689467,1.592695091
-5.306676048,1.562801964
-5.306457536,1.533250121
-5.306239133,1.5041125
-5.306020841,1.475455571
-5.305802658,1.447339172
-5.305569015,1.417873168
-5.305335499,1.389142011
-5.305102107,1.361189468
-5.304868799,1.334049166
-5.304635658,1.307744499
-5.304402642,1.282289343
-5.304169751,1.257688844
-5.303936985,1.233940245
-5.303704343,1.211033567
-5.303471826,1.188953669
-5.303208464,1.164903198
-5.302883321,1.136570726
-5.302558463,1.109689317
-5.302233807,1.084178296
-5.301909435,1.059954826
-5.301585262,1.036937143
-5.301261375,1.015045952
-5.300937686,0.994206827
-5.300506504,0.967937824
-5.300075749,0.94326509
-5.299706859,0.923285736
-5.299246207,0.89970907
-5.298786043,0.877565238
-5.298326366,0.856741575
-5.298020157,0.843543403
-5.297408469,0.818672499
-5.296797601,0.795684228
-5.29618759,0.774420096
-5.295578435,0.754743074
-5.294970133,0.736533383
-5.294204907,0.715516996
-5.293441069,0.696478271
-5.29267853,0.679256416
-5.291917329,0.663711005
-5.291157458,0.649718446
-5.290020181,0.631407137
-5.288885833,0.616032802
-5.287738533,0.603170689
-5.286594216,0.592827489
-5.285452947,0.584811171
-5.284314629,0.578964866
-5.283179325,0.575164513
-5.282181801,0.573439529
-5.281562935,0.573114228
-5.279974476,0.574883617
-5.278918735,0.578181183
-5.277865515,0.583268845
-5.276756599,0.590774535
-5.275592341,0.601437962
-5.27472121,0.611708017
-5.273851786,0.624439692
-5.273273185,0.63462416
-5.272695317,0.646469993
-5.272063427,0.66173036
-5.271642665,0.673466775
-5.271222348,0.686635733
-5.270802399,0.70139501
-5.270382894,0.717891005
-5.269963756,0.73624515
-5.26954506,0.756535623
-5.269106718,0.779895849
-5.268751748,0.800358294
-5.268374209,0.82354165
-5.267997037,0.848004271
-5.267585908,0.875877664
-5.26715808,0.90583278
-5.266730674,0.936231158
-5.26616144,0.976485612
-5.264798322,1.064016169
-5.264203303,1.094820485
-5.263830913,1.110958939
-5.263482697,1.123600559
-5.26313476,1.133699983
-5.262787101,1.141134553
-5.262405956,1.146121707
-5.262043811,1.147726891
-5.261679698,1.14623582
-5.261338608,1.142028551
-5.261111375,1.137738317
-5.260725318,1.127794487
-5.260339604,1.114653444
-5.259886301,1.095386898
-5.259433433,1.072417773
-5.25852915,1.017541751
-5.25785216,0.971099915
-5.257401407,0.938952603
-5.25695116,0.906701505
-5.25650134,0.87503202
-5.256164291,0.852032599
-5.255827503,0.829925238
-5.255490976,0.808889509
-5.255154709,0.789061858
-5.254818702,0.77053464
-5.254482956,0.753357964
-5.254035722,0.732571463
-5.253588911,0.714141245
-5.253142559,0.697929492
-5.252659982,0.682665917
-5.25217794,0.669516034
-5.251696396,0.658209695
-5.250975117,0.644157832
-5.250255034,0.632946989
-5.249536143,0.623991816
-5.248769192,0.616417009
-5.247715895,0.608673091
-5.246665183,0.603413097
-5.24561697,0.60018152
-5.244258115,0.598531165
-5.242695412,0.59971838
-5.241138349,0.603850583
-5.240103375,0.608124928
-5.238452558,0.617376147
-5.236807994,0.629518669
-5.235271858,0.643500446
-5.233741137,0.660011506
-5.232215757,0.679100872
-5.230695751,0.700848256
-5.229685338,0.716875733
-5.228677305,0.734171448
-5.227671571,0.752779599
-5.226668197,0.772749115
-5.2256671,0.794132728
-5.22466834,0.816985791
-5.223671837,0.841364039
-5.222677615,0.867320616
-5.221685698,0.894901522
-5.220943237,0.916673357
-5.220202042,0.939383302
-5.219462075,0.96302795
-5.218723402,0.987591285
-5.217985983,1.01304218
-5.217249814,1.03933102
-5.216392513,1.070965157
-5.215659037,1.098798141
-5.214926798,1.127169808
-5.214195759,1.155943261
-5.213344493,1.189821733
-5.212373609,1.228662012
-5.211404924,1.267356487
-5.210438361,1.305765579
-5.209570296,1.340184135
-5.208848243,1.369009073
-5.208127389,1.398360567
-5.207431701,1.427773904
-5.206784962,1.456716122
-5.206354349,1.477222332
-5.205924163,1.499008724
-5.205589875,1.517035457
-5.205255844,1.536183765
-5.20492207,1.556626593
-5.204588552,1.578546635
-5.20425529,1.602132339
-5.203922284,1.627571852
-5.203672672,1.647977204
-5.203423236,1.669596803
-5.203257003,1.684715215
-5.202995942,1.709655048
-5.202735037,1.736078331
-5.202474255,1.764010389
-5.202278789,1.785951058
-5.20208341,1.808731807
-5.201888119,1.832333806
-5.201692917,1.856728528
-5.201497801,1.881877983
-5.201302773,1.90773407
-5.201066506,1.939939586
-5.200853946,1.969642194
-5.200641523,1.999922793
-5.200429204,2.030673283
-5.200216956,2.061777761
-5.200004843,2.093114257
-5.199792802,2.1245565
-5.199580897,2.155975865
-5.199322003,2.194157999
-5.199092706,2.227623355
-5.1987871,2.271406004
-5.198558052,2.303416532
-5.198252855,2.344719893
-5.197783721,2.404513346
-5.196895686,2.50217406
-5.196476684,2.539878618
-5.196135013,2.566184035
-5.19579361,2.588266816
-5.195486581,2.604403029
-5.195179735,2.616905379
-5.194924229,2.624499388
-5.194668873,2.629495304
-5.194372842,2.632012156
-5.194308212,2.632091877
-5.194133093,2.631460212
-5.193903672,2.628758409
-5.193648883,2.623271631
-5.193428218,2.616414258
-5.193122855,2.603731464
-5.192868524,2.590375722
-5.192529679,2.568713764
-5.192191098,2.5427756
-5.19185278,2.512732393
-5.190614383,2.371145459
-5.190276842,2.325188126
-5.190004958,2.286337267
-5.189733244,2.246105251
-5.1894617,2.204721653
-5.189190358,2.162427684
-5.188919152,2.119472636
-5.188738454,2.090594425
-5.188557799,2.061611348
-5.18837725,2.032598609
-5.188196777,2.003630257
-5.188016379,1.974778561
-5.187836023,1.946113078
-5.187633253,1.914169415
-5.187408067,1.879158403
-5.187182966,1.844761362
-5.186957981,1.811075783
-5.186733145,1.778185298
-5.186508393,1.746158627
-5.18628379,1.71504953
-5.18605927,1.684896953
-5.185874166,1.660759006
-5.185655479,1.633102939
-5.185436902,1.606391223
-5.185218435,1.580616163
-5.185000078,1.555761757
-5.18478183,1.531805601
-5.184563692,1.508719744
-5.184345664,1.486473099
-5.184055129,1.458057153
-5.183764789,1.43098842
-5.183519259,1.409073316
-5.18321813,1.383338547
-5.182917209,1.358799641
-5.182616497,1.33537306
-5.182315993,1.312981791
-5.182015697,1.29155585
-5.181615615,1.264380689
-5.1812159,1.238676953
-5.180816553,1.21433015
-5.180417604,1.191241586
-5.180018991,1.16932583
-5.179620742,1.148509154
-5.179090312,1.122353225
-5.17856056,1.097907223
-5.178031422,1.075061302
-5.177502928,1.053722451
-5.176975107,1.033811793
-5.176447897,1.015262406
-5.175801764,0.994275657
-5.17522823,0.97720104
-5.174655452,0.961562988
-5.173892912,0.942881768
-5.173131738,0.92662079
-5.172371866,0.912738915
-5.171613351,0.901218003
-5.170856128,0.892061974
-5.170100254,0.885295845
-5.169380928,0.881114123
-5.168543258,0.879115385
-5.168423696,0.879089683
-5.1677111,0.880329713
-5.16700165,0.88402382
-5.166293355,0.89030385
-5.165586215,0.899329757
-5.164880223,0.911294643
-5.164196715,0.925923284
-5.163556922,0.942572567
-5.163130907,0.955375408
-5.162705309,0.96964055
-5.162280128,0.98546595
-5.161855363,1.002962316
-5.161430982,1.022254536
-5.161007046,1.043483038
-5.160697857,1.06029168
-5.160388859,1.078280962
-5.16008008,1.097520619
-5.159771521,1.118082734
-5.15946318,1.140040784
-5.159155059,1.163466527
-5.158847185,1.188427449
-5.1585395,1.214982271
-5.158286771,1.238034154
-5.158067861,1.258921109
-5.157798579,1.28579226
-5.157529463,1.313939969
-5.157260545,1.343337348
-5.157021133,1.370532704
-5.156811269,1.39513416
-5.156601478,1.420387615
-5.156391817,1.446240733
-5.156182228,1.47263208
-5.155972769,1.499491675
-5.155763382,1.526741408
-5.155554125,1.554296065
-5.155355393,1.580672077
-5.155073167,1.618321668
-5.154791123,1.655943391
-5.154509262,1.693279994
-5.154227585,1.730071219
-5.15394609,1.766058477
-5.153508574,1.819849867
-5.152925876,1.886058263
-5.152157125,1.960968062
-5.151783613,1.991257415
-5.151440093,2.015184929
-5.151096844,2.035107989
-5.150759317,2.050640545
-5.150433062,2.061706738
-5.150107022,2.068795469
-5.149911527,2.071117175
-5.149672712,2.071976346
-5.149390618,2.070182841
-5.149173752,2.066738127
-5.148864936,2.058750705
-5.148588789,2.048575785
-5.148312818,2.035595531
-5.148026219,2.019207503
-5.147831659,2.006437998
-5.147442769,1.977080643
-5.14690326,1.928402551
-5.14604142,1.834002881
-5.145611154,1.780671086
-5.145288713,1.738652502
-5.144966511,1.695316797
-5.144644577,1.651050968
-5.144430067,1.621216977
-5.144215663,1.591258649
-5.144001366,1.561288973
-5.143787202,1.531416936
-5.143573116,1.501746889
-5.143359135,1.47237659
-5.143145259,1.443396542
-5.142931517,1.414888402
-5.142717852,1.386924847
-5.142504291,1.359568394
-5.142290836,1.332871569
-5.142018981,1.29986951
-5.141747266,1.26807007
-5.141475751,1.237512019
-5.141204377,1.208211948
-5.140933171,1.180166893
-5.140668577,1.15397822
-5.14040732,1.129235062
-5.14014622,1.105576567
-5.139885277,1.082960058
-5.139624519,1.061339518
-5.139277038,1.033978253
-5.138929863,1.008187481
-5.138582965,0.983855776
-5.138236345,0.960877292
-5.137889971,0.939153543
-5.137543904,0.918594186
-5.137198111,0.899116802
-5.136679909,0.871768091
-5.136162353,0.846464722
-5.135645385,0.823015304
-5.135129059,0.801254529
-5.134613319,0.781039024
-5.134098218,0.762243902
-5.133583699,0.744759658
-5.132898659,0.723321833
-5.13221467,0.703846404
-5.131531784,0.686164545
-5.130849942,0.670131697
-5.130169169,0.655623862
-5.129150048,0.636493112
-5.128133285,0.620260806
-5.127118897,0.606691495
-5.126106873,0.59559817
-5.125097201,0.586827225
-5.12442538,0.582201474
-5.123218735,0.576182694
-5.122015434,0.572861151
-5.120599139,0.571790444
-5.116463452,0.575205401
-5.116219656,0.575213948
-5.114602227,0.573844423
-5.110162311,0.563906035
-5.108929793,0.562930393
-5.107636203,0.563858497
-5.106539669,0.566323865
-5.105253167,0.571140384
-5.103970466,0.577879275
-5.102691542,0.586365038
-5.101416347,0.596441051
-5.0995106,0.614274105
-5.098244697,0.627853447
-5.0969825,0.642723733
-5.095723986,0.658857208
-5.094469056,0.676244454
-5.093217743,0.6948913
-5.091970076,0.714817355
-5.090881275,0.73332617
-5.089485393,0.758642683
-5.088093933,0.785739872
-5.086922448,0.810078404
-5.085861555,0.833391039
-5.084803248,0.857922314
-5.083747513,0.883741644
-5.082694389,0.910928891
-5.081634964,0.939822005
-5.080918455,0.960301974
-5.080203125,0.98155111
-5.079488971,1.00361126
-5.078775991,1.026528362
-5.078064178,1.050352917
-5.077353481,1.075140907
-5.076643994,1.100954795
