log10(E (MeV)),log10(sigma (barn))
-5.218624998,1.404639061
-5.217887746,1.426655108
-5.217151743,1.449526208
-5.216368041,1.474687771
-5.215585751,1.50039925
-5.214414952,1.53931758
-5.213052979,1.583714892
-5.211114708,1.640761174
-5.210148824,1.664566494
-5.209589589,1.676532095
-5.208713607,1.692313855
-5.207839389,1.704324715
-5.207024395,1.712268096
-5.206210929,1.717488968
-5.20406495,1.725810884
-5.203351985,1.730997279
-5.202818013,1.737541219
-5.202462406,1.743689944
-5.20210709,1.751599909
-5.201692917,1.763409738
-5.201338229,1.776003087
-5.200983832,1.791045351
-5.200629723,1.808605225
-5.200275903,1.828644322
-5.199928244,1.85061568
-5.199592669,1.873730285
-5.19925732,1.898368826
-5.198922261,1.924126093
-5.198475887,1.959404149
-5.198018241,1.995574078
-5.196895686,2.076207998
-5.196476684,2.100689986
-5.196135013,2.117525214
-5.19579361,2.131169415
-5.195486581,2.140485354
-5.195179735,2.146813794
-5.194924229,2.149702977
-5.194711411,2.15040318
-5.194440852,2.149000139
-5.194194265,2.14544489
-5.193886681,2.137924008
-5.193606448,2.128068326
-5.193275494,2.112736667
-5.192970239,2.095073318
-5.192665198,2.074097143
-5.192326511,2.047007069
-5.191818959,1.999245945
-5.19099163,1.904688205
-5.190564826,1.848988628
-5.190220199,1.801245311
-5.189903037,1.755555196
-5.189665358,1.720448828
-5.189427777,1.684820353
-5.189190358,1.648854025
-5.188986922,1.617899051
-5.188783613,1.586953072
-5.188580369,1.556134264
-5.18837725,1.52555863
-5.188174227,1.495337617
-5.187971267,1.465577363
-5.187768433,1.43637629
-5.187565694,1.407824116
-5.187340511,1.376956489
-5.187115477,1.347080434
-5.186890528,1.31827016
-5.186665695,1.290581411
-5.18644101,1.264051042
-5.186216409,1.23869836
-5.185991956,1.214526008
-5.185767588,1.191522245
-5.185498543,1.165424834
-5.185229633,1.140913206
-5.18496089,1.117910498
-5.184692312,1.096329756
-5.184423901,1.07607841
-5.184155655,1.057062502
-5.183798273,1.033470198
-5.183441153,1.011701854
-5.183084358,0.99156642
-5.18268329,0.970654261
-5.182238103,0.949333057
-5.181793373,0.929790574
-5.181349097,0.911822237
-5.180905276,0.895259019
-5.180240376,0.872748491
-5.179576525,0.852711048
-5.179024069,0.837691445
-5.178362042,0.821483854
-5.177701054,0.807087312
-5.177041038,0.794360389
-5.176382056,0.783193413
-5.175395422,0.769192047
-5.174411025,0.758328381
-5.173385263,0.75022551
-5.172340144,0.74534739
-5.171297566,0.743962011
-5.170387332,0.745722547
-5.169479031,0.750404476
-5.168572627,0.758194184
-5.16766808,0.769323701
-5.167066114,0.778734839
-5.166464981,0.789848468
-5.16582181,0.80376586
-5.16517959,0.819904645
-5.164538349,0.83842781
-5.163898024,0.859519204
-5.163471674,0.875108975
-5.163045742,0.892002055
-5.162620227,0.910275175
-5.162195129,0.930013451
-5.161770447,0.951311674
-5.16134618,0.974275415
-5.160922327,0.999022128
-5.160604715,1.01882952
-5.160287306,1.039770729
-5.159970159,1.061907044
-5.159653243,1.085301212
-5.159340772,1.109677306
-5.159028527,1.135395948
-5.158716475,1.162508399
-5.158404677,1.191055973
-5.158152056,1.215275386
-5.157865891,1.243892247
-5.157563098,1.275535149
-5.157260545,1.308523543
-5.15705895,1.331232519
-5.156857418,1.354483865
-5.15665601,1.378243563
-5.156454695,1.402470636
-5.156245106,1.42815283
-5.156035587,1.454228654
-5.155826199,1.480629063
-5.155616882,1.507277916
-5.155407696,1.534093251
-5.155094062,1.574435495
-5.154780683,1.614641402
-5.154446665,1.657009522
-5.154112874,1.698446399
-5.153779369,1.738549941
-5.153300371,1.793081103
-5.152427079,1.879958242
-5.152032585,1.91262538
-5.151659181,1.939197391
-5.151286096,1.9612029
-5.150968211,1.976172258
-5.150650557,1.987513475
-5.150324354,1.995285104
-5.150096167,1.998341459
-5.149835524,1.999403408
-5.149564195,1.997735925
-5.149282172,1.99299433
-5.148957024,1.98372693
-5.148680818,1.972681123
-5.148404789,1.958767605
-5.148123547,1.941687917
-5.147831659,1.920941847
-5.147442769,1.888695717
-5.146795433,1.824129838
-5.14614906,1.747684101
-5.145826219,1.70572782
-5.145503647,1.661730834
-5.145181286,1.616064594
-5.144966511,1.584887342
-5.144751871,1.553264688
-5.144537309,1.521320436
-5.144322852,1.489179481
-5.144108501,1.456966463
-5.143894285,1.424804338
-5.143680146,1.392812914
-5.143466112,1.36110739
-5.143252183,1.329796596
-5.143038389,1.298981709
-5.142824671,1.268755117
-5.142611059,1.239199217
-5.142397551,1.210385626
-5.142200209,1.184451765
-5.142018981,1.161265167
-5.141837828,1.138715193
-5.141656752,1.116820191
-5.141385264,1.085232264
-5.141113947,1.055167288
-5.140842827,1.026624077
-5.140581465,1.000516373
-5.14032026,0.97577309
-5.140059241,0.952351534
-5.13979835,0.93020184
-5.139537616,0.909268936
-5.139277038,0.889495159
-5.138929863,0.864831641
-5.138582965,0.841986429
-5.138236345,0.820826564
-5.137889971,0.801226388
-5.137543904,0.783068832
-5.137198111,0.766245716
-5.136679909,0.743298681
-5.136162353,0.722832929
-5.135645385,0.704586652
-5.135129059,0.688330907
-5.134613319,0.673865162
-5.133926654,0.657061114
-5.133241045,0.642768618
-5.132556544,0.630682173
-5.131873093,0.620540479
-5.130849942,0.608491374
-5.129829196,0.599676897
-5.128810844,0.593553541
-5.127794874,0.589633199
-5.126578844,0.58716242
-5.123017958,0.584668463
-5.122148967,0.582278865
-5.121281738,0.577758843
-5.12041621,0.570262893
-5.119768202,0.562178148
-5.119121158,0.551618925
-5.118359204,0.535629904
-5.117697718,0.518425229
-5.116826125,0.491007109
-5.115785135,0.451875894
-5.114470968,0.395941485
-5.113815399,0.367446871
-5.113324344,0.346818711
-5.112882907,0.329293718
-5.112327617,0.309230177
-5.111911628,0.296025341
-5.111496037,0.284660342
-5.111080843,0.275306516
-5.110714812,0.268808162
-5.11025976,0.263059862
-5.109821399,0.25994108
-5.109399676,0.25909145
-5.10897839,0.260211437
-5.108347213,0.265194127
-5.10770079,0.273795016
-5.107055354,0.285208383
-5.10641085,0.298765772
-5.1057673,0.313898421
-5.1048038,0.338579792
-5.103842407,0.364689797
-5.10320265,0.382535364
-5.101925981,0.418728414
-5.100653055,0.455186066
-5.099383849,0.491734467
-5.098118315,0.528387387
-5.096856484,0.56524198
-5.095912531,0.593092031
-5.094970573,0.621184905
-5.094030705,0.649577061
-5.093092815,0.67832313
-5.092156998,0.707475047
-5.091223142,0.737082066
-5.090330144,0.765925926
-5.089516338,0.792698389
-5.088704104,0.819918649
-5.087893336,0.847616703
-5.087084078,0.875822406
-5.086276376,0.904566248
-5.085355117,0.938115613
-5.084435758,0.972458339
-5.083518391,1.007647512
-5.082907837,1.031605488
-5.082298191,1.055983475
-5.081689399,1.080800963
-5.081106619,1.105021149
-5.08027168,1.140558415
-5.079715928,1.164787438
-5.079160886,1.18946996
-5.078606552,1.214627653
-5.078052925,1.240283748
-5.077500003,1.266463415
-5.076947784,1.293194064
-5.076269172,1.326892118
-5.075591569,1.361534003
-5.075140438,1.385188203
-5.074689774,1.409317493
-5.074239577,1.433947658
-5.073789847,1.459106694
-5.073340582,1.484824833
-5.072863222,1.512830373
-5.072386436,1.541549242
-5.071910124,1.571029136
-5.071434334,1.601322672
-5.070959113,1.632488087
-5.07062225,1.655160649
-5.070265441,1.679741584
-5.069908876,1.704912704
-5.069552604,1.730708883
-5.069212847,1.755950096
-5.068889469,1.780582626
-5.068566332,1.80582664
-5.068243484,1.831716043
-5.067920827,1.858286305
-5.067598459,1.885574142
-5.067276281,1.913616903
-5.066954341,1.942451784
-5.066632689,1.972114711
-5.066311227,2.002638848
-5.065990002,2.034052573
-5.065669062,2.066377203
-5.065348312,2.09962431
-5.065107904,2.125164701
-5.064867678,2.151216793
-5.064627536,2.177768178
-5.064387527,2.204799279
-5.064147699,2.23228324
-5.063907955,2.260184722
-5.063668343,2.288459778
-5.063428864,2.317055273
-5.063189564,2.3459089
-5.062950348,2.374949061
-5.062711264,2.404095661
-5.062472311,2.433259892
-5.06215396,2.472006102
-5.061835794,2.510367196
-5.061517909,2.548082509
-5.061200209,2.58488135
-5.060724141,2.637760093
-5.059504543,2.754970204
-5.059046083,2.790133011
-5.058730233,2.811007347
-5.058414564,2.82894792
-5.058099172,2.843830016
-5.057796548,2.855149339
-5.057487892,2.863641992
-5.05718574,2.868924736
-5.056888802,2.871177998
-5.056794384,2.871284823
-5.056511253,2.869851404
-5.056228352,2.865818647
-5.055918642,2.858486934
-5.055595736,2.847693845
-5.055273071,2.833834665
-5.054858573,2.81179662
-5.05435246,2.779029651
-5.053036353,2.67049474
-5.052608696,2.630421792
-5.05218146,2.589245499
-5.051830845,2.55508197
-5.05155662,2.528377555
-5.051282614,2.501867816
-5.051008734,2.475687013
-5.050735074,2.449951176
-5.050461539,2.424757055
-5.050188223,2.400182104
-5.049915033,2.376284918
-5.049626877,2.351840439
-5.049323786,2.327005778
-5.04902086,2.30310291
-5.048718145,2.280127014
-5.048415688,2.258059212
-5.048113394,2.236870188
-5.047811358,2.216523239
-5.04735865,2.187491287
-5.046996814,2.165464825
-5.046635278,2.144423832
-5.046153761,2.117781514
-5.045672731,2.09261763
-5.045192233,2.068806837
-5.044712266,2.046250189
-5.044232829,2.024876349
-5.04375392,2.004641967
-5.043245661,1.984375864
-5.042708154,1.96432592
-5.042171312,1.945800684
-5.041635132,1.928939036
-5.041099614,1.913952789
-5.040564755,1.901139862
-5.040030554,1.890895493
-5.03949701,1.883715097
-5.039075086,1.88058347
-5.038764415,1.879914427
-5.038298914,1.881801391
-5.037988842,1.885133512
-5.037587077,1.892055136
-5.037185729,1.901949548
-5.036784706,1.914714207
-5.036384099,1.930072226
-5.036022558,1.945795129
-5.035661317,1.962806602
-5.034939738,1.998453001
-5.034099407,2.037186012
-5.033619991,2.055142414
-5.033260743,2.065668861
-5.032901792,2.073217333
-5.032600504,2.077025004
-5.032306608,2.078372989
-5.031975862,2.076990847
-5.031635878,2.072316912
-5.031349757,2.065838709
-5.030968584,2.053688794
-5.030611522,2.038843387
-5.030254753,2.020931251
-5.029779516,1.992881209
-5.028593739,1.908330651
-5.028120316,1.871741256
-5.027765587,1.844305841
-5.027411147,1.817336025
-5.027056996,1.791178813
-5.026703134,1.766109211
-5.026339966,1.741698528
-5.025957843,1.717609947
-5.0255761,1.695247821
-5.025194648,1.674611474
-5.024813576,1.655646627
-5.024432836,1.638263924
-5.02401995,1.621062311
-5.0236075,1.605449557
-5.023058146,1.586859227
-5.022509485,1.570538679
-5.021961517,1.556237424
-5.02141424,1.543758791
-5.020867695,1.532954669
-5.0200491,1.519660568
-5.019232044,1.509654464
-5.018416523,1.502776081
-5.017873692,1.499852853
-5.017006614,1.497752782
-5.016033168,1.498653773
-5.013609098,1.507042508
-5.013072239,1.507644581
-5.01246102,1.506602082
-5.011957719,1.503949668
-5.011305298,1.497606122
-5.01082465,1.490595946
-5.010344576,1.481505905
-5.009811735,1.46896753
-5.009279546,1.453979692
-5.008482485,1.427452432
-5.006628386,1.353628952
-5.005836171,1.320629435
-5.005308829,1.299252902
-5.004782126,1.278767384
-5.004256062,1.259435015
-5.003730677,1.241460933
-5.003205884,1.225011533
-5.002707896,1.210936795
-5.002236664,1.19913378
-5.001765985,1.188986273
-5.001295774,1.18072166
-5.000826071,1.174659842
-5.000356876,1.171241616
-5.000122489,1.170700219
-4.999771105,1.171588276
-4.999420005,1.174810201
-4.999082203,1.180451044
-4.998793362,1.187502813
-4.99850467,1.196806657
-4.998216212,1.208520683
-4.997927942,1.222751993
-4.997620175,1.24077859
-4.997312631,1.261657624
-4.997005339,1.285201289
-4.996698226,1.311092934
-4.996391329,1.338899268
-4.996084649,1.368090171
-4.995778186,1.398070677
-4.995471981,1.428211275
-4.994860134,1.486482662
-4.994330572,1.531905797
-4.993903338,1.56336019
-4.993598409,1.582358878
-4.993293695,1.598163774
-4.992982104,1.610837602
-4.992705229,1.619036357
-4.992441681,1.624122327
-4.992135256,1.626709771
-4.992049158,1.626800548
-4.991748085,1.624972941
-4.991490192,1.620836079
-4.991186953,1.613103084
-4.990883925,1.60250306
-4.990480243,1.584408848
-4.990076898,1.562506735
-4.988869182,1.482713251
-4.988467367,1.454348582
-4.988065882,1.426399013
-4.987664815,1.399456883
-4.98726407,1.373956163
-4.986863738,1.350171816
-4.986463774,1.328235202
-4.98606414,1.308160962
-4.985664912,1.289878861
